title,author,year,publisher,image_url_m,isbn
Wanderlust,Danielle Steel,1987,Dell,http://images.amazon.com/images/P/0440193613.01.MZZZZZZZ.jpg,440193613a
Grace: The Secret Lives of a Princess,James Spada,1988,Dell Publishing Company,http://images.amazon.com/images/P/0440201071.01.MZZZZZZZ.jpg,440201071a
A Woman of Independent Means,Elizabeth Forsythe Hailey,1990,Dell,http://images.amazon.com/images/P/0440205506.01.MZZZZZZZ.jpg,440205506a
Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell,http://images.amazon.com/images/P/0440208459.01.MZZZZZZZ.jpg,440208459a
Indemnity Only (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell,http://images.amazon.com/images/P/0440210690.01.MZZZZZZZ.jpg,440210690a
Deadlock (V.I. Warshawski Novels (Paperback)),SARA PARETSKY,1992,Dell,http://images.amazon.com/images/P/0440213320.01.MZZZZZZZ.jpg,440213320a
Guardian Angel,Sara Paretsky,1996,Dell Publishing Company,http://images.amazon.com/images/P/0440213991.01.MZZZZZZZ.jpg,440213991a
Vanished,Danielle Steel,1994,Dell,http://images.amazon.com/images/P/0440217466.01.MZZZZZZZ.jpg,440217466a
Lightning,DANIELLE STEEL,1996,Dell,http://images.amazon.com/images/P/0440221501.01.MZZZZZZZ.jpg,440221501a
The Partner,John Grisham,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224764.01.MZZZZZZZ.jpg,440224764a
The Final Detail,HARLAN COBEN,2000,Island Books,http://images.amazon.com/images/P/0440225450.01.MZZZZZZZ.jpg,440225450a
The Street Lawyer,JOHN GRISHAM,1999,Dell,http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg,440225701a
Unfit to Practice,Perri O'Shaughnessy,2003,Dell Publishing Company,http://images.amazon.com/images/P/0440236061.01.MZZZZZZZ.jpg,440236061a
Tell No One,Harlan Coben,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440236703.01.MZZZZZZZ.jpg,440236703a
Gone for Good,HARLAN COBEN,2003,Dell,http://images.amazon.com/images/P/0440236738.01.MZZZZZZZ.jpg,440236738a
The Summons,John Grisham,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440241073.01.MZZZZZZZ.jpg,440241073a
Holes,LOUIS SACHAR,2003,Yearling,http://images.amazon.com/images/P/0440419468.01.MZZZZZZZ.jpg,440419468a
Freckle Juice,JUDY BLUME,1978,Yearling,http://images.amazon.com/images/P/0440428130.01.MZZZZZZZ.jpg,440428130a
The Nitpicker's Guide for Classic Trekkers,Phil Farrand,1994,Dell Publishing Company,http://images.amazon.com/images/P/0440506832.01.MZZZZZZZ.jpg,440506832a
"Isaac Asimov's Utopia (Caliban Series , Vol 3)",Roger MacBride Allen,1996,Ace Books,http://images.amazon.com/images/P/0441002455.01.MZZZZZZZ.jpg,441002455a
Dune (Remembering Tomorrow),Frank Herbert,1996,ACE Charter,http://images.amazon.com/images/P/0441172717.01.MZZZZZZZ.jpg,441172717a
The Once and Future King,T. H. White,1987,Ace Books,http://images.amazon.com/images/P/0441627404.01.MZZZZZZZ.jpg,441627404a
Common Sense Book of Complete Cat Care,Louis L. Vine,1983,Warner Books,http://images.amazon.com/images/P/0446311677.01.MZZZZZZZ.jpg,446311677a
Night Sky,Clare Francis,1985,Warner Books,http://images.amazon.com/images/P/0446325503.01.MZZZZZZZ.jpg,446325503a
Presumed Innocent,Scott Turow,1988,Warner Books,http://images.amazon.com/images/P/0446350982.01.MZZZZZZZ.jpg,446350982a
Charmed Circle,Carol Smith,1998,Warner Books,http://images.amazon.com/images/P/0446522384.01.MZZZZZZZ.jpg,446522384a
The Day After Tomorrow,Allan Folsom,1995,Warner Books,http://images.amazon.com/images/P/0446600415.01.MZZZZZZZ.jpg,446600415a
Blood Work,Michael Connelly,1998,Warner Books,http://images.amazon.com/images/P/0446602620.01.MZZZZZZZ.jpg,446602620a
Hide &amp; Seek,James Patterson,1996,Warner Books,http://images.amazon.com/images/P/0446603716.01.MZZZZZZZ.jpg,446603716a
Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books,http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg,446604801a
Unspeakable,Sandra Brown,1999,Warner Books,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,446607193a
The Drowning People,Richard Mason,2000,Warner Vision,http://images.amazon.com/images/P/0446608009.01.MZZZZZZZ.jpg,446608009a
Saving Faith,David Baldacci,2000,Warner Vision,http://images.amazon.com/images/P/0446608890.01.MZZZZZZZ.jpg,446608890a
Run Jane Run,Maureen Tan,2000,Warner Books,http://images.amazon.com/images/P/0446609048.01.MZZZZZZZ.jpg,446609048a
Violets Are Blue,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,446611212a
The Snow Queen,Joan D. Vinge,2001,Aspect,http://images.amazon.com/images/P/0446676640.01.MZZZZZZZ.jpg,446676640a
Cat Haiku,Deborah Coates,2001,Warner Books,http://images.amazon.com/images/P/0446677507.01.MZZZZZZZ.jpg,446677507a
J Is for Judgment,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221482.01.MZZZZZZZ.jpg,449221482a
K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,449221504a
Justice for Some,Kate Wilhelm,1994,Fawcett Books,http://images.amazon.com/images/P/0449222470.01.MZZZZZZZ.jpg,449222470a
Green Ripper (Travis McGee Mysteries (Paperback)),John D. MacDonald,1996,Fawcett Books,http://images.amazon.com/images/P/0449224813.01.MZZZZZZZ.jpg,449224813a
North of Montana,April Smith,1996,Fawcett Books,http://images.amazon.com/images/P/044922502X.01.MZZZZZZZ.jpg,044922502Xa
Crowned Heads,Thomas Tryon,1981,Fawcett Books,http://images.amazon.com/images/P/0449231992.01.MZZZZZZZ.jpg,449231992a
The Delta Decision,Wilbur A. Smith,1982,New Amer Library,http://images.amazon.com/images/P/0451113357.01.MZZZZZZZ.jpg,451113357a
Mindbend,Robin Cook,2001,Signet Book,http://images.amazon.com/images/P/0451141083.01.MZZZZZZZ.jpg,451141083a
The Four Last Things,Timothy Halliman,1990,New American Library,http://images.amazon.com/images/P/0451166000.01.MZZZZZZZ.jpg,451166000a
Misery,Stephen King,2004,Penguin USA (Paper),http://images.amazon.com/images/P/0451169522.01.MZZZZZZZ.jpg,451169522a
Dolores Claiborne,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,451177096a
Burglars Can't Be Choosers (Onyx Mystery),Lawrence Block,1995,Onyx Books,http://images.amazon.com/images/P/0451180739.01.MZZZZZZZ.jpg,451180739a
Criminal Justice,Barbara Parker,1998,Signet Book,http://images.amazon.com/images/P/0451184742.01.MZZZZZZZ.jpg,451184742a
The Fountainhead,Ayn Rand,1996,New American Library,http://images.amazon.com/images/P/0451191153.01.MZZZZZZZ.jpg,451191153a
The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book,http://images.amazon.com/images/P/0451202503.01.MZZZZZZZ.jpg,451202503a
24 Hours,Greg Iles,2001,Signet Book,http://images.amazon.com/images/P/0451203593.01.MZZZZZZZ.jpg,451203593a
Murderer With a Badge: The Secret Life of a Rogue Cop,Edward Humes,1993,Onyx Books,http://images.amazon.com/images/P/0451404025.01.MZZZZZZZ.jpg,451404025a
A Tale of Two Cities,Charles Dickens,1997,Signet Book,http://images.amazon.com/images/P/0451526562.01.MZZZZZZZ.jpg,451526562a
Legally Blonde,Amanda Brown,2002,Plume Books,http://images.amazon.com/images/P/0452283736.01.MZZZZZZZ.jpg,452283736a
The Virgin Blue,Tracy Chevalier,2003,Plume Books,http://images.amazon.com/images/P/0452284449.01.MZZZZZZZ.jpg,452284449a
"Professional Photoshop: Color Correction, Retouching, and Image Manipulation With Adobe Photoshop",Dan Margulis,1994,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/0471018732.01.MZZZZZZZ.jpg,471018732a
Wit and Wisdom of Mark Twain: A Book of Quotations (Dover Thrift Editions),Mark Twain,1999,Dover Publications,http://images.amazon.com/images/P/0486406644.01.MZZZZZZZ.jpg,486406644a
Books and Reading: A Book of Quotations (Dover Thrift Editions),Bill Bradfield,2002,Dover Publications,http://images.amazon.com/images/P/0486424634.01.MZZZZZZZ.jpg,486424634a
Eclipse Bay,Jayne Ann Krentz,2000,Jove Books,http://images.amazon.com/images/P/0515128015.01.MZZZZZZZ.jpg,515128015a
The Edge,Catherine Coulter,2000,Jove Books,http://images.amazon.com/images/P/0515128600.01.MZZZZZZZ.jpg,515128600a
Dawn in Eclipse Bay,Jayne Ann Krentz,2001,Jove Books,http://images.amazon.com/images/P/0515130923.01.MZZZZZZZ.jpg,515130923a
Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515132020.01.MZZZZZZZ.jpg,515132020a
Hemlock Bay,Catherine Coulter,2002,Jove Books,http://images.amazon.com/images/P/0515133302.01.MZZZZZZZ.jpg,515133302a
Collected Stories Of O Henry,William Sydney Porter,1984,Random House Value Publishing,http://images.amazon.com/images/P/0517294559.01.MZZZZZZZ.jpg,517294559a
The original Hitchhiker radio scripts,Douglas Adams,1985,Harmony Books,http://images.amazon.com/images/P/0517559501.01.MZZZZZZZ.jpg,517559501a
Silver Pigs:  A Detective Novel in Ancient Rome,Lindsey Davis,1989,Crown Publishing Group (NY),http://images.amazon.com/images/P/0517573636.01.MZZZZZZZ.jpg,517573636a
"Karen Amen's the Crunch With Tee Dobinson: The Latest, Most Effective Way to Flatten Your Stomach",Karen Amen,1995,Crown Publishing Group (NY),http://images.amazon.com/images/P/0517883384.01.MZZZZZZZ.jpg,517883384a
The Psychotechnic League,Poul Andeson,1981,Pinnacle Books,http://images.amazon.com/images/P/0523485964.01.MZZZZZZZ.jpg,523485964a
,,,,,552137030a
Behind the Scenes at the Museum,Kate Atkinson,1996,Black Swan,http://images.amazon.com/images/P/0552996181.01.MZZZZZZZ.jpg,552996181a
Mars (A Bantam Spectra Book),Ben Bova,1992,Bantam Books,http://images.amazon.com/images/P/0553078925.01.MZZZZZZZ.jpg,553078925a
Oregon,Dana Fuller Ross,0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553133160.01.MZZZZZZZ.jpg,553133160a
Im Dancing as Fast as I Can,Barbara Gordon,1982,Bantam Books,http://images.amazon.com/images/P/0553232266.01.MZZZZZZZ.jpg,553232266a
The Prince of Tides,Pat Conroy,1987,Bantam Books,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,553268880a
D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam,http://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg,553271636a
Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books,http://images.amazon.com/images/P/0553274295.01.MZZZZZZZ.jpg,553274295a
E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam,http://images.amazon.com/images/P/0553279556.01.MZZZZZZZ.jpg,553279556a
B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,http://images.amazon.com/images/P/0553280341.01.MZZZZZZZ.jpg,553280341a
C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,553280368a
Fugitive Nights,Joseph Wambaugh,1996,Bantam Books,http://images.amazon.com/images/P/0553295780.01.MZZZZZZZ.jpg,553295780a
The Deceiver,Frederick Forsyth,1995,Bantam Books,http://images.amazon.com/images/P/0553297422.01.MZZZZZZZ.jpg,553297422a
The Wild Rose,Doris Mortman,1992,Bantam Books,http://images.amazon.com/images/P/0553297619.01.MZZZZZZZ.jpg,553297619a
Anatomy of an Illness as Perceived by the Patient,NORMAN COUSINS,1991,Bantam,http://images.amazon.com/images/P/0553343653.01.MZZZZZZZ.jpg,553343653a
Doomsday Book,Connie Willis,1992,Spectra Books,http://images.amazon.com/images/P/0553351672.01.MZZZZZZZ.jpg,553351672a
The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam,http://images.amazon.com/images/P/0553571656.01.MZZZZZZZ.jpg,553571656a
Long After Midnight,IRIS JOHANSEN,1997,Bantam,http://images.amazon.com/images/P/0553571818.01.MZZZZZZZ.jpg,553571818a
Death Rattle,TERRY C. JOHNSTON,2000,Bantam,http://images.amazon.com/images/P/0553572865.01.MZZZZZZZ.jpg,553572865a
The Alienist,Caleb Carr,1995,Bantam Books,http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,553572997a
Vertical Run,Joseph R. Garber,1996,Bantam Books,http://images.amazon.com/images/P/0553573926.01.MZZZZZZZ.jpg,553573926a
A Monstrous Regiment of Women,LAURIE R. KING,1996,Bantam,http://images.amazon.com/images/P/0553574566.01.MZZZZZZZ.jpg,553574566a
A Letter of Mary (Mary Russell Novels (Paperback)),LAURIE R. KING,1998,Bantam,http://images.amazon.com/images/P/0553577808.01.MZZZZZZZ.jpg,553577808a
A Valentine Wedding,JANE FEATHER,1999,Bantam,http://images.amazon.com/images/P/0553578936.01.MZZZZZZZ.jpg,553578936a
A Finer End,DEBORAH CROMBIE,2002,Bantam,http://images.amazon.com/images/P/0553579274.01.MZZZZZZZ.jpg,553579274a
The Moor (Mary Russell Novels (Paperback)),LAURIE R. KING,1999,Bantam,http://images.amazon.com/images/P/0553579525.01.MZZZZZZZ.jpg,553579525a
O Jerusalem (Mary Russell Novels (Paperback)),LAURIE R. KING,2000,Bantam,http://images.amazon.com/images/P/0553581058.01.MZZZZZZZ.jpg,553581058a
Justice Hall: A Mary Russell Novel (Mary Russell Novels (Paperback)),Laurie R. King,2003,Bantam Books,http://images.amazon.com/images/P/0553581112.01.MZZZZZZZ.jpg,553581112a
Special Circumstances,SHELDON SIEGEL,2001,Bantam,http://images.amazon.com/images/P/0553581929.01.MZZZZZZZ.jpg,553581929a
One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,553582755a
Reap the Wind,Iris Johansen,2002,Bantam Books,http://images.amazon.com/images/P/0553586122.01.MZZZZZZZ.jpg,553586122a
By the Light of the Moon,DEAN KOONTZ,2002,Bantam,http://images.amazon.com/images/P/0553801430.01.MZZZZZZZ.jpg,553801430a
Little Shop of Horrors,Howard Ashman,0,Samuel French Inc,http://images.amazon.com/images/P/0573681821.01.MZZZZZZZ.jpg,573681821a
The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,http://images.amazon.com/images/P/0609804138.01.MZZZZZZZ.jpg,609804138a
The Music Business: Career Opportunities and Self-Defense,Dick Weissman,2003,Three Rivers Press (CA),http://images.amazon.com/images/P/0609810138.01.MZZZZZZZ.jpg,609810138a
History of Food,Maguelonne Toussaint-Samat,1994,Blackwell Publishers,http://images.amazon.com/images/P/0631194975.01.MZZZZZZZ.jpg,631194975a
A Gathering of Strangers,Robert C. Worley,1983,Westminster John Knox Press,http://images.amazon.com/images/P/0664244882.01.MZZZZZZZ.jpg,664244882a
The fantasy worlds of Peter Beagle,Peter S Beagle,1978,Viking Press,http://images.amazon.com/images/P/0670307254.01.MZZZZZZZ.jpg,670307254a
Amen: Prayers and Blessings from Around the World,Suzanne Slesin,1995,Penguin USA,http://images.amazon.com/images/P/067086045X.01.MZZZZZZZ.jpg,067086045Xa
Year of Wonders: A Novel of the Plague,Geraldine Brooks,2001,Viking Books,http://images.amazon.com/images/P/067091021X.01.MZZZZZZZ.jpg,067091021Xa
Two for the Dough,Janet Evanovich,1996,Pocket,http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg,671001795a
High Tide,Jude Deveraux,2000,Pocket,http://images.amazon.com/images/P/067101417X.01.MZZZZZZZ.jpg,067101417Xa
Chicken Poop for the Soul : Stories to Harden the Heart and Dampen the Spirit,David Fisher,1997,Pocket,http://images.amazon.com/images/P/0671014420.01.MZZZZZZZ.jpg,671014420a
Gravity : A Novel of Medical Suspense,Tess Gerritsen,2000,Pocket,http://images.amazon.com/images/P/0671016776.01.MZZZZZZZ.jpg,671016776a
Mesmerized,Gayle Lynds,2002,Pocket Star,http://images.amazon.com/images/P/0671024086.01.MZZZZZZZ.jpg,671024086a
Long After Midnight,Ray Bradbury,2004,Pocket Books,http://images.amazon.com/images/P/0671037692.01.MZZZZZZZ.jpg,671037692a
GHOST STY,Peter Straub,1981,Pocket,http://images.amazon.com/images/P/0671441981.01.MZZZZZZZ.jpg,671441981a
Mindhunter : Inside the FBI's Elite Serial Crime Unit,John E. Douglas,1996,Pocket,http://images.amazon.com/images/P/0671528904.01.MZZZZZZZ.jpg,671528904a
"Free from Fears: New Help for Anxiety, Panic and Agoraphobia",Ann Seagrave,1987,Simon &amp; Schuster,http://images.amazon.com/images/P/0671600982.01.MZZZZZZZ.jpg,671600982a
Moosewood Restaurant Cooks at Home: Fast and Easy Recipes for Any Day,Moosewood Collective,1994,Fireside,http://images.amazon.com/images/P/0671679929.01.MZZZZZZZ.jpg,671679929a
"Contamination (Star Trek: The Next Generation, No. 16)",John Vornholt,1991,Star Trek,http://images.amazon.com/images/P/067170561X.01.MZZZZZZZ.jpg,067170561Xa
MASK OF LOKI,Roger Zelazny,1990,Baen,http://images.amazon.com/images/P/067172021X.01.MZZZZZZZ.jpg,067172021Xa
Much Ado About Nothing,William Shakespeare,1995,Washington Square Press,http://images.amazon.com/images/P/0671722808.01.MZZZZZZZ.jpg,671722808a
Winter's Tale,Mark Helprin,1990,Washington Square Press,http://images.amazon.com/images/P/0671727079.01.MZZZZZZZ.jpg,671727079a
Petals on the Wind (Dollanganger),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729470.01.MZZZZZZZ.jpg,671729470a
DEVIL IN A BLUE DRESS : An Easy Rawlins Mystery (Easy Rawlins Mysteries (Paperback)),Walter Mosley,1991,Pocket,http://images.amazon.com/images/P/0671740504.01.MZZZZZZZ.jpg,671740504a
Stranger Is Watching,Mary Higgins Clark,1991,Pocket,http://images.amazon.com/images/P/0671741209.01.MZZZZZZZ.jpg,671741209a
"RED DEATH : Featuring an Original Easy Rawlins Short Story \Silver Lining\"" (Easy Rawlins Mysteries (Paperback))""",Walter Mosley,1992,Pocket,http://images.amazon.com/images/P/0671749897.01.MZZZZZZZ.jpg,671749897a
SLEEPING BEAUTY,Judith Michael,1992,Pocket,http://images.amazon.com/images/P/0671782525.01.MZZZZZZZ.jpg,671782525a
PURITYS PASSION,Janette Seymour,1977,Pocket,http://images.amazon.com/images/P/0671810367.01.MZZZZZZZ.jpg,671810367a
Chicks in Chainmail,Esther Friesner,1995,Baen,http://images.amazon.com/images/P/0671876821.01.MZZZZZZZ.jpg,671876821a
Harvard Brief Dictionary of Music,Willi Apel,1960,Harvard University Press,http://images.amazon.com/images/P/0674373502.01.MZZZZZZZ.jpg,674373502a
French for Cats: All the French Your Cat Will Ever Need,Henri De LA Barbe,1991,Villard Books,http://images.amazon.com/images/P/067940676X.01.MZZZZZZZ.jpg,067940676Xa
The Silent Passage: Menopause,Gail Sheehy,1992,Random House Inc,http://images.amazon.com/images/P/067941388X.01.MZZZZZZZ.jpg,067941388Xa
Advanced French for Exceptional Cats,Henri De LA Barbe,1992,Random House Inc,http://images.amazon.com/images/P/0679417648.01.MZZZZZZZ.jpg,679417648a
A Simple Plan,Scott Smith,1993,Random House Inc,http://images.amazon.com/images/P/0679419853.01.MZZZZZZZ.jpg,679419853a
The God of Small Things,Arundhati Roy,1997,Random House Inc,http://images.amazon.com/images/P/0679457313.01.MZZZZZZZ.jpg,679457313a
Flesh and Blood,Jonathan Kellerman,2001,Random House,http://images.amazon.com/images/P/0679459626.01.MZZZZZZZ.jpg,679459626a
A Year in Provence,Peter Mayle,1991,Vintage Books USA,http://images.amazon.com/images/P/0679731148.01.MZZZZZZZ.jpg,679731148a
A History of the World in 10 1/2 Chapters (Vintage International),Julian Barnes,1990,Vintage Books USA,http://images.amazon.com/images/P/0679731377.01.MZZZZZZZ.jpg,679731377a
Toujours Provence (Vintage Departures),Peter Mayle,1992,Vintage Books USA,http://images.amazon.com/images/P/0679736042.01.MZZZZZZZ.jpg,679736042a
Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,http://images.amazon.com/images/P/0679751521.01.MZZZZZZZ.jpg,679751521a
